,Instructor,Course,Term,Enroll,Evals,Rcmnd_Class,Rcmnd_Instructor,Study_Hrs_Per_Wk,Grade_Expected,Grade,Link
558,"Paddock, Mark","PHYS 2CL - Phys Lab-Elec,Magnetsm,Wav,Opt A",S211,101,37,59.5,73.0,9.64,3.12,3.21,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=719426
559,"Aslanyan, Grigor",PHYS 2D  - Phys-Relativity&Quantm Physics A,S211,124,49,83.7,100.0,9.96,3.28,2.74,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=719429
560,"Burger, Anat",PHYS 1A  - Mechanics                      A,S111,97,60,66.1,55.9,10.53,3.16,2.93,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=718742
561,"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory           A,S111,24,15,86.7,86.7,7.03,3.67,3.39,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=718743
562,"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory           B,S111,25,10,70.0,33.3,7.9,3.56,3.39,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=718744
563,"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory           C,S111,25,12,66.7,75.0,6.17,3.25,3.39,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=724638
564,"Stergiou, Andreas",PHYS 1B  - Electricity and Magnetism      A,S111,60,13,30.8,38.5,9.42,3.0,2.32,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=718745
565,"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab    A,S111,21,1,0.0,100.0,2.5,4.0,3.46,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=718746
566,"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab    B,S111,22,5,60.0,100.0,6.1,3.75,3.46,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=718747
567,"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab    C,S111,13,6,33.3,33.3,6.83,3.33,3.46,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=725221
568,"Vlasenko, Alexey","PHYS 1C  - Waves, Optics & Modern Physics A",S111,62,27,63.0,18.5,13.14,3.3,3.04,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=718748
569,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    A",S111,11,3,100.0,66.7,4.5,3.0,3.55,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=718749
570,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    B",S111,12,5,40.0,60.0,4.9,3.4,3.55,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=718750
571,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    C",S111,19,7,57.1,42.9,5.93,3.71,3.55,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=725222
572,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    D",S111,15,4,100.0,100.0,8.5,4.0,3.55,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=725223
573,"Conger, Casey J",PHYS 2A  - Physics-Mechanics              A,S111,103,42,82.9,75.6,10.89,2.9,2.64,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=718751
574,"Uttayarat, Patipan",PHYS 2B  - Phys-Electricity and Magnetism A,S111,79,54,66.7,66.7,10.61,2.88,2.97,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=718753
575,"Paddock, Mark",PHYS 2BL - Phys Lab-Mechanics&Electrostat A,S111,49,21,81.0,90.5,6.88,3.1,3.4,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=718755
576,"Austrum, Tera Lyn","PHYS 2C  - Physics-Flu,Wav,Thrmdyn,Optics A",S111,62,34,91.2,50.0,9.85,3.15,3.12,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=718758
577,"Anderson, Michael G.",PHYS 100C  - Electromagnetism               A,SP11,35,19,100.0,94.7,5.66,3.39,3.16,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712879
578,"Griest, Kim",PHYS 12   - Energy and the Environment     A,SP11,28,16,93.8,100.0,3.17,3.6,3.14,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712877
579,"Driscoll, Charles F.",PHYS 120A  - Physical Measurements          A,SP11,58,27,96.2,96.2,9.42,3.59,3.25,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712881
580,"Abarbanel, Henry Don Isaac",PHYS 130A  - Quantum Physics I              A,SP11,58,30,86.7,66.7,8.43,3.11,2.55,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712885
581,"Maple, M. Brian",PHYS 133   - Condensed Matter/Material Sci  A,SP11,6,3,100.0,100.0,9.83,4.0,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712887
582,"Kuti, Julius",PHYS 142   - Comp Phys II:PDE & Matrix Modl A,SP11,3,2,100.0,100.0,8.5,4.0,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712888
583,"Dubin, Daniel Herschel",PHYS 151   - Elementary Plasma Physics      A,SP11,15,5,80.0,80.0,6.9,3.0,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712890
584,"Manohar, Aneesh Vasant",PHYS 154   - Elementary Particle Physics    A,SP11,16,5,100.0,80.0,5.3,2.67,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712891
585,"Coil, Alison",PHYS 162   - Galaxies and Cosmology         A,SP11,36,25,92.0,92.0,7.3,3.57,3.4,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712892
586,"Kleinfeld, David",PHYS 173   - Modern Physics Lab:Bio&Quantum A,SP11,4,1,100.0,100.0,12.5,3.0,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712894
587,"Wolfe, Arthur Michael",PHYS 1A  - Mechanics                      A,SP11,221,86,74.1,52.9,5.91,3.23,2.73,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712771
588,"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory           01,SP11,23,8,87.5,100.0,4.5,3.88,3.46,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712772
589,"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory           02,SP11,22,9,88.9,62.5,3.61,3.44,3.46,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712773
590,"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory           03,SP11,22,5,40.0,80.0,2.9,3.8,3.46,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712774
591,"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory           04,SP11,24,7,57.1,85.7,3.64,3.29,3.46,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712775
592,"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory           05,SP11,19,8,100.0,87.5,3.25,3.0,3.46,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712776
593,"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory           06,SP11,18,6,83.3,83.3,3.5,3.5,3.46,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712777
594,"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory           07,SP11,23,10,80.0,70.0,4.1,3.6,3.46,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712778
595,"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory           08,SP11,15,3,100.0,100.0,4.5,3.33,3.46,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712779
596,"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory           09,SP11,23,6,80.0,80.0,2.9,3.2,3.46,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712780
597,"Anderson, Michael G.",PHYS 1AL - Mechanics Laboratory           10,SP11,16,8,87.5,75.0,3.5,3.25,3.46,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712781
598,"Fogler, Michael M.",PHYS 1B  - Electricity and Magnetism      A,SP11,187,68,56.1,36.9,5.66,3.05,2.77,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712782
599,"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab    01,SP11,10,5,80.0,80.0,2.9,3.6,3.44,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712783
600,"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab    02,SP11,21,6,83.3,66.7,3.17,3.8,3.44,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712784
601,"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab    04,SP11,13,6,100.0,100.0,2.83,3.33,3.44,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712786
602,"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab    05,SP11,21,7,71.4,85.7,1.93,3.57,3.44,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712787
603,"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab    06,SP11,22,8,75.0,87.5,3.07,3.29,3.44,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712788
604,"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab    07,SP11,25,10,60.0,90.0,3.61,3.4,3.44,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712789
605,"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab    08,SP11,19,4,50.0,75.0,6.5,3.5,3.44,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712790
606,"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab    09,SP11,5,1,100.0,100.0,2.5,4.0,3.44,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712791
607,"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab    10,SP11,21,10,88.9,88.9,2.5,3.7,3.44,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712792
608,"Anderson, Michael G.",PHYS 1BL - Electricity & Magnetism Lab    12,SP11,11,3,100.0,100.0,1.17,4.0,3.44,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712794
609,"Wuerthwein, Frank","PHYS 1C  - Waves, Optics & Modern Physics A",SP11,329,157,74.5,86.8,5.15,3.38,3.03,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712796
610,"Paddock, Mark","PHYS 1C  - Waves, Optics & Modern Physics B",SP11,344,268,84.9,95.8,5.19,3.44,3.19,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712797
611,"Levine, Herbert","PHYS 1C  - Waves, Optics & Modern Physics C",SP11,139,57,69.6,51.8,4.93,3.2,2.89,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712798
612,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    01",SP11,22,12,58.3,58.3,5.0,3.83,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712799
613,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    02",SP11,25,15,86.7,86.7,3.3,3.47,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712800
614,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    03",SP11,25,16,25.0,62.5,4.5,3.56,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712801
615,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    04",SP11,26,16,62.5,87.5,3.25,3.69,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712802
616,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    05",SP11,23,12,81.8,90.9,3.33,3.58,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712803
617,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    06",SP11,25,14,50.0,71.4,2.79,3.79,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712804
618,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    07",SP11,23,10,70.0,90.0,2.1,3.6,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712805
619,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    08",SP11,26,13,76.9,84.6,4.04,3.23,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712806
620,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    09",SP11,25,15,60.0,80.0,4.63,3.53,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712807
621,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    10",SP11,26,16,81.3,93.8,2.79,3.8,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712808
622,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    11",SP11,12,3,100.0,100.0,2.5,2.67,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712809
623,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    12",SP11,26,13,81.8,100.0,3.67,3.77,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712810
624,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    13",SP11,26,7,71.4,85.7,3.64,3.71,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712811
625,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    14",SP11,25,14,85.7,100.0,3.93,3.43,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712812
626,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    15",SP11,24,10,77.8,88.9,2.72,3.89,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712813
627,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    16",SP11,2,1,0.0,100.0,8.5,4.0,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712814
628,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    17",SP11,24,15,73.3,86.7,3.97,3.4,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712815
629,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    18",SP11,24,10,66.7,88.9,3.61,3.56,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712816
630,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    19",SP11,26,17,82.4,87.5,3.32,3.56,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712817
631,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    20",SP11,25,7,100.0,100.0,4.21,3.43,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712818
632,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    21",SP11,26,16,100.0,100.0,3.03,3.75,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712819
633,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    22",SP11,26,10,100.0,90.0,3.5,3.6,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712820
634,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    23",SP11,25,13,69.2,58.3,2.96,3.77,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712821
635,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    24",SP11,24,7,71.4,85.7,4.21,3.71,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712822
636,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    25",SP11,26,13,76.9,84.6,3.12,3.92,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712823
637,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    26",SP11,21,11,100.0,100.0,2.5,3.55,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712824
638,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    27",SP11,23,12,72.7,90.9,3.41,3.4,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712825
639,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    28",SP11,23,12,58.3,100.0,3.83,3.73,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712826
640,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    29",SP11,22,12,66.7,83.3,4.17,3.42,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712827
641,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    30",SP11,24,13,84.6,84.6,3.73,3.69,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712828
642,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    31",SP11,25,11,100.0,100.0,3.41,3.73,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712829
643,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    32",SP11,18,9,44.4,66.7,4.5,3.56,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712830
644,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    33",SP11,26,16,73.3,86.7,4.25,3.6,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712831
645,"Anderson, Michael G.","PHYS 1CL - Waves,Optics&Modrn Phys Lab    34",SP11,24,15,78.6,71.4,4.23,3.73,3.52,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712832
646,"Dudko, Olga",PHYS 2A  - Physics-Mechanics              A,SP11,340,143,85.2,97.2,7.34,3.01,2.74,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712833
647,"Sinha, Sunil K",PHYS 2B  - Phys-Electricity and Magnetism A,SP11,338,150,88.7,87.3,6.71,3.4,3.18,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712835
648,"Sinha, Sunil K",PHYS 2B  - Phys-Electricity and Magnetism B,SP11,328,145,69.7,66.9,7.24,3.11,3.18,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712837
649,"Butov, Leonid",PHYS 2BL - Phys Lab-Mechanics&Electrostat A,SP11,262,104,65.7,51.0,4.46,3.54,3.32,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712839
650,"Michelsen, Eric Leonard","PHYS 2C  - Physics-Flu,Wav,Thrmdyn,Optics A",SP11,219,107,88.6,93.3,6.21,3.21,2.73,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712850
651,"Shpyrko, Oleg","PHYS 2CL - Phys Lab-Elec,Magnetsm,Wav,Opt A",SP11,266,119,61.9,89.8,5.33,3.56,3.58,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712852
652,"Hwa, Terence T.",PHYS 2D  - Phys-Relativity&Quantm Physics B,SP11,171,86,63.1,84.5,8.19,3.02,2.84,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=718215
653,"Branson, James G",PHYS 2DL - Physics Lab-Modern Physics     A,SP11,38,16,62.5,43.8,7.3,3.57,3.62,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712865
654,"Smith, Douglas E","PHYS 4B  - Phys Majrs-Mech,Fluid,Wav,Heat A",SP11,41,20,95.0,80.0,4.5,3.7,3.54,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712869
655,"Hirsch, Jorge Eduardo",PHYS 4E  - Physics Majors-Quantum Physics A,SP11,30,10,90.0,90.0,7.9,3.6,2.76,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712871
656,"Coil, Alison",PHYS 5   - The Universe                   A,SP11,60,30,83.3,76.7,5.37,3.39,3.39,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712873
657,"Tytler, David Robert",PHYS 9   - The Solar System               A,SP11,53,19,68.4,66.7,4.39,3.0,3.06,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=712875
658,"Smith, Douglas E",PHYS 10   - Concepts In Physics            A,WI11,187,82,79.0,90.1,4.3,3.41,3.4,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=704093
659,"Wu, Congjun",PHYS 100B  - Electromagnetism               A,WI11,51,29,85.7,60.7,6.07,3.28,3.29,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=704094
660,"Dubin, Daniel Herschel",PHYS 105B  - Mathematical&Computational Phy A,WI11,10,2,100.0,100.0,8.5,3.5,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=704096
661,"Branson, James G",PHYS 110B  - Mechanics                      A,WI11,48,31,90.3,41.9,7.53,3.13,3.05,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=704098
662,"Salmon, Richard L.",PHYS 111   - Introduction to Ocean Waves    A,WI11,15,7,100.0,100.0,7.93,3.67,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=704100
663,"Murphy, Thomas",PHYS 121   - Experimental Techniques        A,WI11,19,16,100.0,100.0,8.88,3.56,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=704101
664,"Sham, Lu Jeu",PHYS 130C  - Quantum Physics                A,WI11,12,6,83.3,100.0,8.17,3.33,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=704103
665,"Di Ventra, Massimiliano",PHYS 140B  - Statistical & Thermal Physics  A,WI11,17,6,100.0,83.3,4.17,3.17,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=704105
666,"Kuti, Julius",PHYS 141   - Comp Phys I:Prob Models & Simu A,WI11,5,3,100.0,66.7,11.83,3.67,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=704107
667,"Wu, Congjun",PHYS 152A  - Condensed Matter Physics       A,WI11,15,8,100.0,87.5,9.5,3.57,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=704109
668,"Griest, Kim",PHYS 161   - Black Holes & Milky Way Galaxy A,WI11,34,24,100.0,100.0,6.83,3.71,3.49,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=704111
669,"Kleinfeld, David",PHYS 171   - Biophysics/Neurons & Networks  A,WI11,8,6,83.3,83.3,9.17,3.5,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=704113
670,"Kleinfeld, David",PHYS 178 - Biophysics/Neurons & Networks  A,WI11,8,6,83.3,83.3,9.17,3.5,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=704113
671,"Hicks, J. Charles",PHYS 1A  - Mechanics                      A,WI11,173,79,64.1,28.2,6.42,2.95,2.53,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=703994
672,"Groisman, Alexander",PHYS 1B  - Electricity and Magnetism      A,WI11,239,97,62.9,59.8,5.52,3.13,2.73,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=704006
673,"Levine, Herbert",PHYS 1B  - Electricity and Magnetism      B,WI11,278,144,65.3,48.6,6.63,3.04,2.83,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=704007
674,"Smith, Christel Johanna",PHYS 1B  - Electricity and Magnetism      C,WI11,293,160,85.3,93.6,4.84,3.62,3.54,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=704008
675,"Kritsuk, Alexei","PHYS 1C  - Waves, Optics & Modern Physics A",WI11,185,75,81.3,81.3,5.41,3.41,3.05,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=704046
676,"Grinstein, Benjamin",PHYS 2A  - Physics-Mechanics              A,WI11,258,142,62.0,33.8,8.46,2.83,2.6,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=704055
677,"Grinstein, Benjamin",PHYS 2A  - Physics-Mechanics              B,WI11,264,144,73.4,46.8,7.74,2.94,2.6,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=704057
678,"Grinstein, Benjamin",PHYS 2A  - Physics-Mechanics              C,WI11,237,112,75.9,40.2,7.4,2.99,2.6,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=704059
679,"Sinha, Sunil K",PHYS 2B  - Phys-Electricity and Magnetism A,WI11,335,155,68.6,82.5,7.1,3.15,2.8,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=704061
680,"Paddock, Mark",PHYS 2BL - Phys Lab-Mechanics&Electrostat A,WI11,103,42,66.7,78.6,5.52,3.43,3.07,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=704063
681,"Michelsen, Eric Leonard","PHYS 2C  - Physics-Flu,Wav,Thrmdyn,Optics A",WI11,214,136,84.4,87.4,6.92,3.12,2.63,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=704072
682,"Butov, Leonid","PHYS 2CL - Phys Lab-Elec,Magnetsm,Wav,Opt A",WI11,223,108,66.4,66.4,5.55,3.47,3.34,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=704074
683,"Hirsch, Jorge Eduardo",PHYS 2D  - Phys-Relativity&Quantm Physics A,WI11,150,69,69.1,66.2,8.77,3.05,2.82,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=704083
684,"Surko, Clifford M",PHYS 4A  - Physics/Physics Majrs-Mechancs A,WI11,49,34,76.5,47.1,6.79,3.13,2.91,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=704085
685,"Shevchenko, Valentin I","PHYS 4D  - Phys Majrs-EM Wav,Opt,Spec Rel A",WI11,31,15,80.0,100.0,4.37,3.87,3.39,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=704087
686,"Tytler, David Robert",PHYS 7   - Introductory Astronomy         A,WI11,31,13,69.2,61.5,5.73,3.11,3.47,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=704089
687,"Dubin, Daniel Herschel",PHYS 87   - Freshman Seminar               A,WI11,19,11,100.0,100.0,0.5,4.0,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=707617
688,"Surko, Clifford M",PHYS 100A  - Electromagnetism               A,FA10,64,38,100.0,84.2,6.61,3.32,2.88,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=691815
689,"Dubin, Daniel Herschel",PHYS 105A  - Mathematical&Computational Phy A,FA10,61,25,76.0,88.0,10.74,3.04,2.5,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=691816
690,"Anderson, Michael G.",PHYS 11 - Survey of Physics              A,FA10,138,46,69.6,89.1,5.41,3.29,2.96,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=691812
691,"Arovas, Daniel P",PHYS 110A  - Mechanics                      A,FA10,70,36,94.4,94.4,7.89,3.4,2.9,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=691820
692,"Driscoll, Charles F.",PHYS 120B  - Physical Measurements          A,FA10,16,11,100.0,100.0,11.23,3.8,,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=691821
693,"Sham, Lu Jeu",PHYS 130B  - Quantum Physics                A,FA10,39,19,89.5,89.5,7.87,3.11,2.97,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=691824
694,"Hirsch, Jorge Eduardo",PHYS 140A  - Statistical & Thermal Physics  A,FA10,38,19,100.0,57.9,8.08,2.89,3.1,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=691826
